variety_id,variety_slug,category,companion_name,relationship,reason
657,green-goliath-broccoli,brassica,Marigolds,beneficial,"Repels cabbage moths, whiteflies, and nematodes with strong scent"
657,green-goliath-broccoli,brassica,Onions,beneficial,"Repels cabbage worms, aphids, and flea beetles with sulfur compounds"
657,green-goliath-broccoli,brassica,Garlic,beneficial,"Deters cabbage loopers and aphids, may reduce fungal diseases"
657,green-goliath-broccoli,brassica,Dill,beneficial,Attracts beneficial wasps that parasitize cabbage worms
657,green-goliath-broccoli,brassica,Lettuce,beneficial,"Utilizes space efficiently as ground cover, doesn't compete for nutrients"
657,green-goliath-broccoli,brassica,Spinach,beneficial,"Shallow roots don't compete, matures quickly before broccoli needs full space"
657,green-goliath-broccoli,brassica,Carrots,beneficial,"Deep taproot breaks up soil, doesn't compete with shallow broccoli roots"
657,green-goliath-broccoli,brassica,Tomatoes,harmful,Competes for similar nutrients and may stunt broccoli growth
657,green-goliath-broccoli,brassica,Strawberries,harmful,May inhibit broccoli growth and both are susceptible to similar fungal diseases
657,green-goliath-broccoli,brassica,Pole Beans,harmful,Can shade broccoli and compete for nitrogen despite being nitrogen-fixing
658,red-acre-cabbage,brassica,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cabbage worms and aphids
658,red-acre-cabbage,brassica,Onions,beneficial,"Repel cabbage maggots, flea beetles, and aphids with their strong sulfur compounds"
658,red-acre-cabbage,brassica,Marigolds,beneficial,"Deter cabbage worms, aphids, and other pests while attracting beneficial predatory insects"
658,red-acre-cabbage,brassica,Nasturtiums,beneficial,"Act as trap crop for aphids and flea beetles, drawing pests away from cabbage"
658,red-acre-cabbage,brassica,Celery,beneficial,Repels cabbage white butterflies and provides natural pest deterrent through aromatic compounds
658,red-acre-cabbage,brassica,Lettuce,beneficial,Maximizes space utilization as a quick-growing understory crop with shallow roots
658,red-acre-cabbage,brassica,Carrots,beneficial,Break up soil for cabbage roots and help deter cabbage flies while using different soil layers
658,red-acre-cabbage,brassica,Chamomile,beneficial,Improves soil health and may enhance cabbage flavor while attracting beneficial insects
658,red-acre-cabbage,brassica,Tomatoes,harmful,Compete for similar nutrients and may stunt cabbage growth through allelopathic effects
658,red-acre-cabbage,brassica,Strawberries,harmful,Inhibit cabbage growth and development through root competition and chemical interference
658,red-acre-cabbage,brassica,Pole Beans,harmful,Can shade cabbage excessively and compete for nitrogen that brassicas need for leaf development
659,vates-dwarf-blue-curled-kale,brassica,Nasturtiums,beneficial,"Acts as trap crop for aphids and cabbage worms, repels cucumber beetles"
659,vates-dwarf-blue-curled-kale,brassica,Onions,beneficial,"Repels cabbage worms, aphids, and cabbage maggots with strong scent"
659,vates-dwarf-blue-curled-kale,brassica,Garlic,beneficial,"Deters cabbage loopers, aphids, and flea beetles"
659,vates-dwarf-blue-curled-kale,brassica,Carrots,beneficial,"Helps break up soil for kale roots, minimal competition for nutrients"
659,vates-dwarf-blue-curled-kale,brassica,Lettuce,beneficial,"Provides ground cover to retain soil moisture, harvested before kale needs full space"
659,vates-dwarf-blue-curled-kale,brassica,Dill,beneficial,Attracts beneficial wasps that parasitize cabbage worms
659,vates-dwarf-blue-curled-kale,brassica,Marigolds,beneficial,"Repels nematodes and general garden pests, attracts beneficial insects"
659,vates-dwarf-blue-curled-kale,brassica,Chives,beneficial,Repels aphids and improves growth and flavor of brassicas
659,vates-dwarf-blue-curled-kale,brassica,Tomatoes,harmful,May stunt kale growth and both plants compete for similar nutrients
659,vates-dwarf-blue-curled-kale,brassica,Strawberries,harmful,Kale can inhibit strawberry growth and both attract similar pests
659,vates-dwarf-blue-curled-kale,brassica,Pole Beans,harmful,Can shade kale excessively and compete for soil nutrients
661,osaka-purple-mustard,brassica,Nasturtiums,beneficial,Act as trap crops for flea beetles and aphids that commonly attack brassicas
661,osaka-purple-mustard,brassica,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cabbage worms and aphids
661,osaka-purple-mustard,brassica,Onions,beneficial,Repel cabbage maggots and other root pests with their strong sulfur compounds
661,osaka-purple-mustard,brassica,Garlic,beneficial,Deters flea beetles and cabbage worms while improving soil health
661,osaka-purple-mustard,brassica,Marigolds,beneficial,Repel nematodes and various pests while attracting beneficial predatory insects
661,osaka-purple-mustard,brassica,Lettuce,beneficial,Makes efficient use of space as a low-growing companion and has similar water needs
661,osaka-purple-mustard,brassica,Carrots,beneficial,Help break up soil for shallow brassica roots and don't compete for nutrients
661,osaka-purple-mustard,brassica,Chives,beneficial,Repel aphids and improve growth of neighboring brassicas through root secretions
661,osaka-purple-mustard,brassica,Strawberries,harmful,Compete for similar nutrients and can harbor pests that also attack brassicas
661,osaka-purple-mustard,brassica,Tomatoes,harmful,"Both are heavy feeders that compete for nutrients, and tomatoes can stunt brassica growth"
661,osaka-purple-mustard,brassica,Pole Beans,harmful,Can shade the mustard greens excessively and compete for root space
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cabbage worms and aphids
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Nasturtium,beneficial,"Acts as trap crop for aphids and flea beetles, protecting broccoli from pest damage"
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Marigold,beneficial,Repels cabbage moths and other brassica pests with strong scent compounds
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Onions,beneficial,Repel cabbage root fly and aphids while not competing for nutrients
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Lettuce,beneficial,Provides ground cover and efficient space use without competing for nutrients
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Spinach,beneficial,Grows in broccoli's shade and helps suppress weeds around the base
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Celery,beneficial,Repels cabbage white butterflies and other brassica pests
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Chamomile,beneficial,Attracts beneficial insects and may improve broccoli flavor and growth
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Tomatoes,harmful,Compete for similar nutrients and may stunt broccoli growth through root competition
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Strawberries,harmful,"Both plants are heavy feeders that compete for nutrients, reducing yields"
662,purple-sprouting-broccoli-early-purple-sprouting,brassica,Pole Beans,harmful,Can shade broccoli excessively and compete for space and nutrients
663,cabbage-red-express,brassica,Nasturtium,beneficial,"Acts as trap crop for aphids and flea beetles, draws pests away from cabbage"
663,cabbage-red-express,brassica,Marigold,beneficial,"Repels cabbage worms, aphids, and other harmful insects with strong scent"
663,cabbage-red-express,brassica,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cabbage worms
663,cabbage-red-express,brassica,Onion,beneficial,"Repels cabbage maggots, aphids, and flea beetles with sulfur compounds"
663,cabbage-red-express,brassica,Celery,beneficial,Repels cabbage white butterflies and provides ground cover to retain moisture
663,cabbage-red-express,brassica,Lettuce,beneficial,Grows well in cabbage's shade and doesn't compete for nutrients
663,cabbage-red-express,brassica,Thyme,beneficial,Repels cabbage worms and flea beetles while attracting beneficial insects
663,cabbage-red-express,brassica,Garlic,beneficial,"Deters cabbage loopers, aphids, and cabbage root maggots with strong aroma"
663,cabbage-red-express,brassica,Tomato,harmful,Competes for nutrients and may stunt cabbage growth due to allelopathic effects
663,cabbage-red-express,brassica,Strawberry,harmful,Both plants attract similar pests and compete for soil nutrients
663,cabbage-red-express,brassica,Pole Bean,harmful,Can shade cabbage excessively and compete for nitrogen in soil
664,kale-winterbor-f1,brassica,Nasturtiums,beneficial,"Acts as trap crop for aphids and flea beetles, protecting kale from pest damage"
664,kale-winterbor-f1,brassica,Onions,beneficial,"Repels cabbage worms, aphids, and flea beetles with strong sulfur compounds"
664,kale-winterbor-f1,brassica,Marigolds,beneficial,Deters cabbage worms and aphids while attracting beneficial predatory insects
664,kale-winterbor-f1,brassica,Dill,beneficial,Attracts beneficial wasps that parasitize cabbage worms and improves kale flavor
664,kale-winterbor-f1,brassica,Carrots,beneficial,"Utilizes different soil depths and nutrients, maximizing garden space efficiency"
664,kale-winterbor-f1,brassica,Lettuce,beneficial,Benefits from kale's shade in hot weather and has compatible root systems
664,kale-winterbor-f1,brassica,Garlic,beneficial,Natural fungicide properties help prevent clubroot and other soil-borne diseases
664,kale-winterbor-f1,brassica,Spinach,beneficial,Similar growing conditions and acts as living mulch to retain soil moisture
664,kale-winterbor-f1,brassica,Strawberries,harmful,Competes for similar nutrients and attracts slugs that also damage kale leaves
664,kale-winterbor-f1,brassica,Tomatoes,harmful,Heavy feeder that competes for nutrients and may stunt kale growth
664,kale-winterbor-f1,brassica,Pole Beans,harmful,Can shade kale excessively and compete for nitrogen despite nitrogen-fixing ability
665,radish-daikon-miyashige,brassica,Carrots,beneficial,"Daikon's deep taproot breaks up soil for shallow carrot roots, while carrots don't compete for space"
665,radish-daikon-miyashige,brassica,Lettuce,beneficial,"Fast-growing lettuce can be harvested before daikon needs full space, maximizing garden efficiency"
665,radish-daikon-miyashige,brassica,Spinach,beneficial,Cool-season companion that can be interplanted and harvested before daikon matures
665,radish-daikon-miyashige,brassica,Chives,beneficial,Repels aphids and flea beetles that commonly attack brassicas
665,radish-daikon-miyashige,brassica,Marigolds,beneficial,Deters nematodes and attracts beneficial insects that prey on brassica pests
665,radish-daikon-miyashige,brassica,Dill,beneficial,Attracts beneficial wasps that parasitize cabbage worms and other brassica pests
665,radish-daikon-miyashige,brassica,Nasturtiums,beneficial,"Acts as trap crop for flea beetles and aphids, protecting daikon from these pests"
665,radish-daikon-miyashige,brassica,Peas,beneficial,Fixes nitrogen in soil which benefits heavy-feeding daikon radishes
665,radish-daikon-miyashige,brassica,Broccoli,harmful,Competes for same nutrients and attracts identical pests like cabbage worms and flea beetles
665,radish-daikon-miyashige,brassica,Fennel,harmful,Produces allelopathic compounds that inhibit growth of brassicas including radishes
665,radish-daikon-miyashige,brassica,Turnips,harmful,Same family crop that depletes identical soil nutrients and shares common diseases like clubroot
666,mustard-greens-southern-giant-curled,brassica,Nasturtiums,beneficial,Acts as trap crop for flea beetles and aphids that commonly attack brassicas
666,mustard-greens-southern-giant-curled,brassica,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cabbage worms
666,mustard-greens-southern-giant-curled,brassica,Onions,beneficial,Repels cabbage maggots and aphids with strong sulfur compounds
666,mustard-greens-southern-giant-curled,brassica,Lettuce,beneficial,"Provides ground cover and utilizes different soil nutrients, maximizing space"
666,mustard-greens-southern-giant-curled,brassica,Carrots,beneficial,Loosens soil with deep taproot and doesn't compete for surface nutrients
666,mustard-greens-southern-giant-curled,brassica,Marigolds,beneficial,"Deters aphids, whiteflies, and nematodes with natural pest-repelling compounds"
666,mustard-greens-southern-giant-curled,brassica,Spinach,beneficial,Compatible growth habits and helps suppress weeds around mustard greens
666,mustard-greens-southern-giant-curled,brassica,Garlic,beneficial,Natural fungicide properties help prevent clubroot and other brassica diseases
666,mustard-greens-southern-giant-curled,brassica,Tomatoes,harmful,Can stunt growth of brassicas and compete for similar nutrients
666,mustard-greens-southern-giant-curled,brassica,Strawberries,harmful,Allelopathic interactions can inhibit mustard green growth and development
666,mustard-greens-southern-giant-curled,brassica,Pole Beans,harmful,Heavy nitrogen fixation can cause excessive leaf growth at expense of quality
667,cress-microgreens,microgreen,Chives,beneficial,Repels aphids and other small insects that can damage tender microgreens
667,cress-microgreens,microgreen,Lettuce,beneficial,"Similar growing conditions and shallow roots, doesn't compete for space"
667,cress-microgreens,microgreen,Radish,beneficial,"Fast-growing companion that can be harvested alongside, breaks up soil"
667,cress-microgreens,microgreen,Spinach,beneficial,Compatible growing requirements and harvest timing for succession planting
667,cress-microgreens,microgreen,Parsley,beneficial,Attracts beneficial insects and has similar moisture and light needs
667,cress-microgreens,microgreen,Cilantro,beneficial,Complementary growing conditions and can be grown in same containers
667,cress-microgreens,microgreen,Mint,beneficial,Natural pest deterrent that repels ants and rodents near growing areas
667,cress-microgreens,microgreen,Arugula,beneficial,Same family as cress with similar growing requirements and harvest period
667,cress-microgreens,microgreen,Sunflowers,harmful,Release allelopathic compounds that inhibit germination of small seeds
667,cress-microgreens,microgreen,Black Walnut,harmful,Produces juglone toxin that severely stunts growth of brassica family plants
667,cress-microgreens,microgreen,Fennel,harmful,Strong allelopathic effects that inhibit germination and growth of most microgreens
669,spinach-microgreens,microgreen,Lettuce,beneficial,"Similar growing requirements and harvest timing, efficient space utilization"
669,spinach-microgreens,microgreen,Radish Microgreens,beneficial,Compatible growth rates and helps break up soil compaction
669,spinach-microgreens,microgreen,Arugula Microgreens,beneficial,Similar cool-season preferences and harvest schedule
669,spinach-microgreens,microgreen,Pea Shoots,beneficial,Nitrogen fixation benefits spinach growth and similar moisture needs
669,spinach-microgreens,microgreen,Chives,beneficial,Natural pest deterrent against aphids and thrips
669,spinach-microgreens,microgreen,Cilantro,beneficial,Attracts beneficial insects and has similar growing conditions
669,spinach-microgreens,microgreen,Kale Microgreens,beneficial,Compatible brassica family with similar nutrient and light requirements
669,spinach-microgreens,microgreen,Mint,beneficial,Repels ants and rodents that may damage microgreen trays
669,spinach-microgreens,microgreen,Fennel,harmful,Releases allelopathic compounds that inhibit spinach germination and growth
669,spinach-microgreens,microgreen,Sunflower Microgreens,harmful,Produces allelopathic substances that can stunt spinach growth
669,spinach-microgreens,microgreen,Buckwheat Microgreens,harmful,Aggressive growth can overshadow and compete with slower-growing spinach
670,lettuce-microgreens,microgreen,Chives,beneficial,Repels aphids and other soft-bodied insects that attack lettuce
670,lettuce-microgreens,microgreen,Radish,beneficial,Quick germination helps break soil crust and deters flea beetles
670,lettuce-microgreens,microgreen,Marigold,beneficial,"Repels aphids, whiteflies, and nematodes while attracting beneficial insects"
670,lettuce-microgreens,microgreen,Dill,beneficial,Attracts beneficial insects and may improve lettuce flavor and growth
670,lettuce-microgreens,microgreen,Garlic,beneficial,Natural fungicide properties help prevent damping-off disease in microgreens
670,lettuce-microgreens,microgreen,Nasturtium,beneficial,Acts as trap crop for aphids and adds pest-repelling compounds to soil
670,lettuce-microgreens,microgreen,Cilantro,beneficial,Attracts beneficial insects and has similar growing requirements
670,lettuce-microgreens,microgreen,Sweet Alyssum,beneficial,Attracts parasitic wasps that control aphids and other lettuce pests
670,lettuce-microgreens,microgreen,Parsley,beneficial,Compatible growth habits and may help deter some flying pests
670,lettuce-microgreens,microgreen,Fennel,harmful,Produces allelopathic compounds that inhibit germination and growth of lettuce
670,lettuce-microgreens,microgreen,Brassicas,harmful,Compete for similar nutrients and may harbor pests like flea beetles
670,lettuce-microgreens,microgreen,Sunflower,harmful,Releases allelopathic chemicals that can inhibit lettuce seed germination
671,carrot-microgreens,microgreen,Chives,beneficial,Repels carrot fly and aphids with strong sulfur compounds
671,carrot-microgreens,microgreen,Rosemary,beneficial,Deters carrot fly and other pests with aromatic oils
671,carrot-microgreens,microgreen,Sage,beneficial,Repels carrot fly and cabbage moths while improving soil health
671,carrot-microgreens,microgreen,Leek,beneficial,Masks carrot scent from pests and repels carrot fly
671,carrot-microgreens,microgreen,Onion,beneficial,Strong scent confuses carrot fly and reduces pest damage
671,carrot-microgreens,microgreen,Marigold,beneficial,Releases compounds that deter nematodes and aphids
671,carrot-microgreens,microgreen,Lettuce,beneficial,Provides ground cover and doesn't compete for nutrients
671,carrot-microgreens,microgreen,Parsley,beneficial,Attracts beneficial insects and shares similar growing conditions
671,carrot-microgreens,microgreen,Dill,harmful,Can stunt carrot growth and attract carrot fly when mature
671,carrot-microgreens,microgreen,Fennel,harmful,Inhibits growth through allelopathic compounds that suppress germination
671,carrot-microgreens,microgreen,Coriander,harmful,Competes for space and may inhibit carrot seed germination
672,red-clover-microgreens,microgreen,Lettuce,beneficial,"Compatible growing conditions and harvest timing, good space utilization"
672,red-clover-microgreens,microgreen,Radish Microgreens,beneficial,Natural pest deterrent properties protect clover from aphids and flea beetles
672,red-clover-microgreens,microgreen,Pea Shoots,beneficial,Both are nitrogen-fixing legumes with similar water and light requirements
672,red-clover-microgreens,microgreen,Spinach Microgreens,beneficial,Compatible growth rates and can be harvested together in mixed salads
672,red-clover-microgreens,microgreen,Arugula Microgreens,beneficial,Natural pest repellent properties and complementary nutritional profiles
672,red-clover-microgreens,microgreen,Chives,beneficial,Repels aphids and other small insects that can damage tender microgreen shoots
672,red-clover-microgreens,microgreen,Cilantro Microgreens,beneficial,"Similar growing requirements and harvest timing, attracts beneficial insects"
672,red-clover-microgreens,microgreen,Mustard Microgreens,beneficial,Natural fungicide properties help prevent damping-off disease in clover
672,red-clover-microgreens,microgreen,Sunflower Microgreens,harmful,Allelopathic compounds inhibit germination and growth of legumes like clover
672,red-clover-microgreens,microgreen,Fennel,harmful,Strong allelopathic effects suppress growth of most other plants including clover
672,red-clover-microgreens,microgreen,Black Walnut,harmful,Juglone compound is toxic to legumes and severely stunts clover growth
673,cabbage-microgreens,microgreen,Dill,beneficial,Attracts beneficial insects like parasitic wasps that control cabbage pests
673,cabbage-microgreens,microgreen,Onion,beneficial,"Repels cabbage worms, aphids, and flea beetles with strong sulfur compounds"
673,cabbage-microgreens,microgreen,Garlic,beneficial,Natural fungicide properties and deters cabbage moths and root maggots
673,cabbage-microgreens,microgreen,Chamomile,beneficial,Improves soil health and may enhance growth and flavor of brassicas
673,cabbage-microgreens,microgreen,Nasturtium,beneficial,"Acts as trap crop for aphids and flea beetles, protecting cabbage microgreens"
673,cabbage-microgreens,microgreen,Thyme,beneficial,Repels cabbage worms and flea beetles while attracting beneficial predatory insects
673,cabbage-microgreens,microgreen,Marigold,beneficial,Deters nematodes and various pests with natural compounds in roots and foliage
673,cabbage-microgreens,microgreen,Lettuce,beneficial,Compatible growing conditions and may help utilize space efficiently
673,cabbage-microgreens,microgreen,Tomato,harmful,May inhibit brassica growth through allelopathic compounds and compete for nutrients
673,cabbage-microgreens,microgreen,Strawberry,harmful,Can harbor pests that also attack brassicas and may compete for growing space
673,cabbage-microgreens,microgreen,Rue,harmful,Produces allelopathic compounds that can stunt growth of brassica family plants
674,chives-microgreens,microgreen,Tomatoes,beneficial,Chives repel aphids and may improve tomato flavor and growth
674,chives-microgreens,microgreen,Carrots,beneficial,Chives help deter carrot fly and other root pests
674,chives-microgreens,microgreen,Roses,beneficial,"Chives repel aphids and black spot, classic rose companion"
674,chives-microgreens,microgreen,Lettuce,beneficial,Compatible growing conditions and chives deter aphids that attack lettuce
674,chives-microgreens,microgreen,Peppers,beneficial,Chives repel aphids and may enhance pepper growth
674,chives-microgreens,microgreen,Brassicas,beneficial,Chives deter flea beetles and cabbage worms from brassica crops
674,chives-microgreens,microgreen,Strawberries,beneficial,Chives improve strawberry flavor and repel harmful insects
674,chives-microgreens,microgreen,Parsley,beneficial,Compatible herbs with similar growing requirements
674,chives-microgreens,microgreen,Beans,harmful,Chives may inhibit bean growth and nitrogen fixation
674,chives-microgreens,microgreen,Peas,harmful,Alliums like chives can stunt pea growth and development
674,chives-microgreens,microgreen,Asparagus,harmful,Chives may compete aggressively and inhibit asparagus spear development
675,buckwheat-microgreens,microgreen,Lettuce,beneficial,"Similar growing conditions and harvest timing, good space utilization"
675,buckwheat-microgreens,microgreen,Radish Microgreens,beneficial,Compatible growth rates and can be grown in succession plantings
675,buckwheat-microgreens,microgreen,Pea Shoots,beneficial,Nitrogen fixation improves soil for buckwheat growth
675,buckwheat-microgreens,microgreen,Cilantro,beneficial,Attracts beneficial insects and has similar water requirements
675,buckwheat-microgreens,microgreen,Arugula Microgreens,beneficial,Compatible growing conditions and harvest schedules
675,buckwheat-microgreens,microgreen,Chives,beneficial,Natural pest deterrent that protects delicate microgreens
675,buckwheat-microgreens,microgreen,Spinach Microgreens,beneficial,"Similar light and moisture requirements, efficient space usage"
675,buckwheat-microgreens,microgreen,Marigolds,beneficial,Natural pest control and attracts pollinators for nearby plants
675,buckwheat-microgreens,microgreen,Mint,harmful,Aggressive spreading nature can overwhelm delicate microgreen trays
675,buckwheat-microgreens,microgreen,Fennel,harmful,Allelopathic compounds inhibit germination and growth of most plants
675,buckwheat-microgreens,microgreen,Black Walnut,harmful,Juglone toxicity severely stunts growth and causes wilting
676,fennel-microgreens,microgreen,Dill,beneficial,Both are umbellifer family plants that grow well together and attract beneficial insects
676,fennel-microgreens,microgreen,Cilantro,beneficial,Compatible growth rates and both benefit from similar growing conditions
676,fennel-microgreens,microgreen,Chives,beneficial,Natural pest deterrent that protects fennel microgreens from aphids and fungus gnats
676,fennel-microgreens,microgreen,Lettuce,beneficial,Shallow roots don't compete and fennel's aromatic oils may deter lettuce pests
676,fennel-microgreens,microgreen,Spinach,beneficial,"Similar water and light requirements, spinach benefits from fennel's pest-repelling properties"
676,fennel-microgreens,microgreen,Arugula,beneficial,Fast-growing brassica that pairs well with fennel's growth cycle and pest protection
676,fennel-microgreens,microgreen,Parsley,beneficial,Fellow umbellifer that thrives in similar conditions and attracts beneficial predatory insects
676,fennel-microgreens,microgreen,Radish Microgreens,beneficial,Quick germination companion that helps break soil crust and deters root maggots
676,fennel-microgreens,microgreen,Tomato,harmful,Fennel's allelopathic compounds inhibit tomato growth and development
676,fennel-microgreens,microgreen,Bean Sprouts,harmful,Fennel compounds can stunt legume growth and interfere with nitrogen fixation
676,fennel-microgreens,microgreen,Carrot,harmful,"Despite being related, fennel can inhibit carrot seed germination and root development"
676,fennel-microgreens,microgreen,Kohlrabi,harmful,Fennel's allelopathic effects particularly suppress brassica root vegetables
677,mizuna-microgreens,microgreen,Chives,beneficial,Repels aphids and flea beetles that commonly attack brassicas
677,mizuna-microgreens,microgreen,Dill,beneficial,Attracts beneficial insects and can improve flavor of nearby greens
677,mizuna-microgreens,microgreen,Lettuce,beneficial,Compatible growing conditions and similar harvest timing for microgreens
677,mizuna-microgreens,microgreen,Radish,beneficial,Fast-growing companion that can be harvested alongside mizuna microgreens
677,mizuna-microgreens,microgreen,Cilantro,beneficial,"Similar light and moisture requirements, compatible for mixed microgreen trays"
677,mizuna-microgreens,microgreen,Arugula,beneficial,Both are brassicas with similar growing needs and complementary flavors
677,mizuna-microgreens,microgreen,Pea Shoots,beneficial,Compatible growth rates and can add nitrogen to growing medium
677,mizuna-microgreens,microgreen,Nasturtium,beneficial,Acts as trap crop for flea beetles and aphids that target brassicas
677,mizuna-microgreens,microgreen,Fennel,harmful,Produces allelopathic compounds that inhibit growth of brassicas
677,mizuna-microgreens,microgreen,Strawberry,harmful,May compete for nutrients and has different moisture requirements
677,mizuna-microgreens,microgreen,Tomato,harmful,Can stunt growth of brassica family plants through root competition
678,corn-microgreens,microgreen,Basil,beneficial,Repels aphids and thrips that commonly affect corn microgreens
678,corn-microgreens,microgreen,Marigolds,beneficial,Natural pest deterrent against aphids and fungus gnats in growing trays
678,corn-microgreens,microgreen,Chives,beneficial,Antimicrobial properties help prevent damping-off disease in seedlings
678,corn-microgreens,microgreen,Lettuce Microgreens,beneficial,Similar growing requirements and compatible root systems in shared trays
678,corn-microgreens,microgreen,Radish Microgreens,beneficial,"Fast germination helps break soil crust, improving corn microgreen emergence"
678,corn-microgreens,microgreen,Pea Microgreens,beneficial,Nitrogen-fixing bacteria in pea roots benefit corn's nitrogen requirements
678,corn-microgreens,microgreen,Cilantro,beneficial,Natural fungicide properties help prevent mold in humid microgreen environments
678,corn-microgreens,microgreen,Mint,beneficial,Deters ants and rodents that may disturb growing trays
678,corn-microgreens,microgreen,Fennel,harmful,Allelopathic compounds inhibit germination and growth of corn seeds
678,corn-microgreens,microgreen,Black Walnut,harmful,Juglone toxicity severely stunts corn microgreen development
678,corn-microgreens,microgreen,Eucalyptus,harmful,Essential oils suppress seed germination and early seedling growth
679,dill-microgreens,microgreen,Basil,beneficial,"Repels aphids and thrips that commonly affect dill, enhances growth through companion synergy"
679,dill-microgreens,microgreen,Chives,beneficial,Natural pest deterrent against aphids and fungus gnats in microgreen growing environments
679,dill-microgreens,microgreen,Lettuce,beneficial,Compatible growing conditions with similar light and moisture requirements
679,dill-microgreens,microgreen,Cilantro,beneficial,"Similar growing timeline and harvest period, attracts beneficial predatory insects"
679,dill-microgreens,microgreen,Parsley,beneficial,Compatible umbelliferous family member with similar nutrient needs
679,dill-microgreens,microgreen,Spinach,beneficial,Cool-season companion with complementary root depth and nutrient uptake
679,dill-microgreens,microgreen,Arugula,beneficial,Fast-growing brassica that deters pests through natural compounds
679,dill-microgreens,microgreen,Radish Microgreens,beneficial,"Natural pest deterrent and soil aerator, compatible growing conditions"
679,dill-microgreens,microgreen,Fennel,harmful,Allelopathic compounds inhibit germination and growth of dill and most other plants
679,dill-microgreens,microgreen,Carrots,harmful,Competes for similar nutrients and can attract carrot rust fly which also affects dill
679,dill-microgreens,microgreen,Tomatoes,harmful,"Different pH and nutrient requirements, tomato plants can stunt dill growth"
680,purple-radish-microgreens,microgreen,Lettuce,beneficial,"Compatible growing conditions and harvest timing, doesn't compete for space"
680,purple-radish-microgreens,microgreen,Arugula Microgreens,beneficial,"Similar growth requirements and harvest period, complementary flavors"
680,purple-radish-microgreens,microgreen,Spinach,beneficial,"Thrives in cool conditions like radish microgreens, non-competitive root systems"
680,purple-radish-microgreens,microgreen,Peas,beneficial,"Fixes nitrogen in soil which benefits radish growth, compatible spacing"
680,purple-radish-microgreens,microgreen,Chives,beneficial,Repels aphids and flea beetles that can damage radish microgreens
680,purple-radish-microgreens,microgreen,Nasturtiums,beneficial,"Acts as trap crop for flea beetles and aphids, protecting radish microgreens"
680,purple-radish-microgreens,microgreen,Carrots,beneficial,"Different root depths prevent competition, carrots benefit from radish's pest-repelling properties"
680,purple-radish-microgreens,microgreen,Cilantro,beneficial,Similar cool-weather preferences and quick growth cycle
680,purple-radish-microgreens,microgreen,Brassica Family Plants,harmful,"Susceptible to same diseases like clubroot and black rot, attracts similar pests"
680,purple-radish-microgreens,microgreen,Tomatoes,harmful,Different water and temperature requirements can stress radish microgreens
680,purple-radish-microgreens,microgreen,Pole Beans,harmful,Can shade delicate microgreens and compete for nutrients during rapid growth phase
682,red-amaranth-microgreens,microgreen,Lettuce,beneficial,"Similar growing conditions and harvest timing, efficient space utilization"
682,red-amaranth-microgreens,microgreen,Radish Microgreens,beneficial,Compatible growth rates and can be harvested together
682,red-amaranth-microgreens,microgreen,Spinach,beneficial,"Similar light and moisture requirements, complementary nutrient uptake"
682,red-amaranth-microgreens,microgreen,Arugula,beneficial,Fast-growing companion with natural pest-repelling properties
682,red-amaranth-microgreens,microgreen,Pea Shoots,beneficial,"Nitrogen fixation benefits soil, compatible growing conditions"
682,red-amaranth-microgreens,microgreen,Cilantro,beneficial,Attracts beneficial insects and repels harmful pests naturally
682,red-amaranth-microgreens,microgreen,Chives,beneficial,Natural fungicide properties help prevent damping-off disease
682,red-amaranth-microgreens,microgreen,Kale Microgreens,beneficial,Similar nutrient requirements and growing timeline
682,red-amaranth-microgreens,microgreen,Fennel,harmful,Allelopathic compounds inhibit germination and growth of most plants
682,red-amaranth-microgreens,microgreen,Dill,harmful,Can stunt growth through chemical inhibition in close proximity
682,red-amaranth-microgreens,microgreen,Mint,harmful,Aggressive growth pattern and root secretions can suppress nearby plants
684,clover-microgreens,microgreen,Lettuce,beneficial,"Shares similar growing conditions and harvest timing, no competition for space"
684,clover-microgreens,microgreen,Radish Microgreens,beneficial,Natural pest deterrent properties protect clover from fungal issues
684,clover-microgreens,microgreen,Arugula Microgreens,beneficial,Compatible growth rates and complementary nutrient profiles
684,clover-microgreens,microgreen,Broccoli Microgreens,beneficial,"Similar water and light requirements, good companion crop rotation"
684,clover-microgreens,microgreen,Pea Shoots,beneficial,Both legumes that can share beneficial soil bacteria and growing conditions
684,clover-microgreens,microgreen,Spinach Microgreens,beneficial,Non-competitive root systems and similar environmental needs
684,clover-microgreens,microgreen,Kale Microgreens,beneficial,Complementary growth habits and shared resistance to cool temperatures
